"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"65","RT @fluttershy520: Maybe it's a big OOC headcanon but I think Lysithea and Bernadetta will have a nightmare after listening Mercedes's scar…",FALSE,0,NA,2020-02-02 01:40:17,FALSE,NA,"1223783164847456256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","britonros",2929,TRUE,FALSE,NA,NA
"66","RT @fluttershy520: Maybe it's a big OOC headcanon but I think Lysithea and Bernadetta will have a nightmare after listening Mercedes's scar…",FALSE,0,NA,2020-02-02 01:34:50,FALSE,NA,"1223781791414157312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ysauer_NTD",2929,TRUE,FALSE,NA,NA
"67","RT @fluttershy520: Maybe it's a big OOC headcanon but I think Lysithea and Bernadetta will have a nightmare after listening Mercedes's scar…",FALSE,0,NA,2020-02-02 01:22:49,FALSE,NA,"1223778769170845696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jorge11juarez",2929,TRUE,FALSE,NA,NA
"68","RT @NorthantsSCIU: #Witness #Appeal following a serious collision on Talavera Way, #Northampton at approx 17:45 Saturday 1st February 2020.…",FALSE,0,NA,2020-02-02 01:20:32,FALSE,NA,"1223778192571486209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CtrafficUK",1,TRUE,FALSE,NA,NA
"69","Can someone help me LS Swap this?  K. Thx.  Bai. #Mercedes #Coupe #eurotrash

https://t.co/uVCwkScUd6 https://t.co/VsIUsEf9KY",FALSE,0,NA,2020-02-02 01:20:30,FALSE,NA,"1223778184979632128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RoguesQuest",0,FALSE,FALSE,NA,NA
"70","She's a living masterpiece 😍🔥
@KylieJenner
.
.
Follow @allaround_luxury for more 💯

#luxury #millionaire… https://t.co/RS9sIpujmd",FALSE,0,NA,2020-02-02 01:19:48,TRUE,NA,"1223778008433135622",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Allaround_lux",0,FALSE,FALSE,NA,NA
"71","RT @fluttershy520: Maybe it's a big OOC headcanon but I think Lysithea and Bernadetta will have a nightmare after listening Mercedes's scar…",FALSE,0,NA,2020-02-02 01:17:34,FALSE,NA,"1223777445976784897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rvvxe",2929,TRUE,FALSE,NA,NA
"72","RT @fluttershy520: Maybe it's a big OOC headcanon but I think Lysithea and Bernadetta will have a nightmare after listening Mercedes's scar…",FALSE,0,NA,2020-02-02 01:12:51,FALSE,NA,"1223776259387330561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KATSURAGlS",2929,TRUE,FALSE,NA,NA
"73","Mercedes Owner's Club Badge #Mercedes #SteeringWheels #classiccar #vintagecar https://t.co/SXT4vj1wSB https://t.co/ZNQpStg5UH",FALSE,0,NA,2020-02-02 01:12:26,FALSE,NA,"1223776153594466304",NA,"<a href=""https://panel.socialpilot.co/"" rel=""nofollow"">SocialPilot.co</a>","nardiwheels",0,FALSE,FALSE,NA,NA
"74","RT @fluttershy520: Maybe it's a big OOC headcanon but I think Lysithea and Bernadetta will have a nightmare after listening Mercedes's scar…",FALSE,0,NA,2020-02-02 01:08:28,FALSE,NA,"1223775155375296513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MooneRider",2929,TRUE,FALSE,NA,NA
"75","2019 SEMA Show Mega Photo Gallery Wild West show. #mercedes #supercars #cars https://t.co/XqfuvyuLSM https://t.co/sfQJAFzljl",FALSE,0,NA,2020-02-02 00:58:24,FALSE,NA,"1223772622594478088",NA,"<a href=""http://twitter.com/afanasev_samuil"" rel=""nofollow"">afanasev_samuil app</a>","audreyellisonsi",0,FALSE,FALSE,NA,NA
"76","Turning into a busy night. #Recovered #Mercedes @leicspolice @LeicsPoliceRPU that had come up from @metpoliceuk Now… https://t.co/K72PiwLNKn",FALSE,3,NA,2020-02-02 00:56:06,TRUE,NA,"1223772042530631680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UKBountyhunter",0,FALSE,FALSE,NA,NA
"77","#Witness #Appeal following a serious collision on Talavera Way, #Northampton at approx 17:45 Saturday 1st February… https://t.co/57EWOHTOB1",FALSE,0,NA,2020-02-02 00:55:40,TRUE,NA,"1223771933201879040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NorthantsSCIU",1,FALSE,FALSE,NA,NA
